 5155851,,,,,,,,,,-0.36,-0.62,,,,0.0
5158278,,,,,,,,,,-0.36,-0.62,,,,0.0
5160900,,,,,,,,,,-0.36,-0.62,,,,0.0
5163207,,,,,,,,,,-0.36,-0.62,,,,0.0
5165854,,,,,,,,,,-0.36,-0.62,,,,0.0
5168250,,,,,,,,,,-0.36,-0.62,,,,0.0
5170837,,,,,,,,,,-0.36,-0.62,,,,0.0
5173287,,,,,,,,,,-0.36,-0.62,,,,0.0
5175866,,,,,,,,,,-0.36,-0.62,,,,0.0
5178254,,,,,,,,,,-0.36,-0.62,,,,0.0
5180790,,,,,,,,,,-0.36,-0.62,,,,0.0
5183375,,,,,,,,,,-0.36,-0.62,,,,0.0
5185744,,,,,,,,,,-0.36,-0.62,,,,0.0
5188334,,,,,,,,,,-0.36,-0.62,,,,0.0
5190739,,,,,,,,,,-0.35,-0.62,,,,0.0
5193304,,,,,,,,,,-0.35,-0.62,,,,0.0
5195777,,,,,,,,,,-0.35,-0.62,,,,0.0
5198346,,,,,,,,,,-0.35,-0.62,,,,0.0
5200803,,,,,,,,,,-0.35,-0.62,,,,0.0
5203283,,,,,,,,,,-0.35,-0.62,,,,0.0
5205808,,,,,,,,,,-0.35,-0.62,,,,0.0
5208232,,,,,,,,,,-0.35,-0.62,,,,0.0
5210843,,,,,,,,,,-0.35,-0.62,,,,0.0
5213227,,,,,,,,,,-0.35,-0.62,,,,0.0
5215834,,,,,,,,,,-0.35,-0.62,,,,0.0
5218230,,,,,,,,,,-0.35,-0.62,,,,0.0
5220855,,,,,,,,,,-0.35,-0.62,,,,0.0
5223292,,,,,,,,,,-0.35,-0.62,,,,0.0
5225799,,,,,,,,,,-0.35,-0.62,,,,0.0
5228353,,,,,,,,,,-0.35,-0.62,,,,0.0
5230791,,,,,,,,,,-0.35,-0.62,,,,0.0
5233353,,,,,,,,,,-0.35,-0.62,,,,0.0
5235731,,2.0672495365142822,0.0,50.65422821044922,,,,,,,,,,,
5235818,,2.0672495365142822,0.0,0.0,,,,,,,,,,,
5235838,,,,,"[{'Subsys': 3, 'ECode': 0, 'Description': 'Errors Resolved'}]",,,,,,,,,,
5236063,,,,,,,,,,-0.35,-0.62,,,,0.0
5236240,,,,,,,,,,,,0.029151620343327522,0.031238548457622528,0.03181624785065651,
5238331,,,,,,,,,,-0.35,-0.62,,,,0.0
5240763,,,,,,,,,,-0.35,-0.62,,,,0.0
5243340,,,,,,,,,,-0.35,-0.62,,,,0.0
5245801,,,,,,,,,,-0.35,-0.62,,,,0.0
5248295,,,,,,,,,,-0.35,-0.62,,,,0.0
5250765,,,,,,,,,,-0.35,-0.62,,,,0.0
5253251,,,,,,,,,,-0.35,-0.62,,,,0.0
5255810,,,,,,,,,,-0.35,-0.62,,,,0.0
5258277,,,,,,,,,,-0.35,-0.62,,,,0.0
5258496,,,,,,,,,Land,,,,,,
5260843,,,,,,,,,,-0.35,-0.62,,,,0.0
5263238,,,,,,,,,,-0.35,-0.62,,,,0.0
5265860,,,,,,,,,,-0.35,-0.62,,,,0.0
5268263,,,,,,,,,,-0.35,-0.62,,,,0.0
5270811,,,,,,,,,,-0.35,-0.62,,,,0.0
5273311,,,,,,,,,,-0.35,-0.62,,,,0.0
5275814,,,,,,,,,,-0.35,-0.62,,,,0.0
5278343,,,,,,,,,,-0.35,-0.62,,,,0.0
5280817,,,,,,,,,,-0.35,-0.62,,,,0.0
5283338,,,,,,,,,,-0.35,-0.62,,,,0.0
5285750,,,,,,,,,,-0.35,-0.62,,,,0.0
5288337,,,,,,,,,,-0.35,-0.62,,,,0.0
5290834,,,,,,,,,,-0.35,-0.62,,,,0.0
5293321,,,,,,,,,,-0.35,-0.62,,,,0.0
